# tako 解説動画（#1081）のタイムライン = 台本の機械可読形。build-explainer.sh が読む。
# 列（タブ区切り）: id  kind  source  anchor  offset  min_dur  caption  subtitle  speech
#   kind    = card（全面タイトルカード。caption=見出し / subtitle=副題 / source=右上ラベル）
#             clip（収録素材。source=シーン名 → scenes/<source>-raw.mp4、anchor=ビート名 or 秒）
#   offset  = anchor からのずらし秒（負も可）
#   min_dur = この区間の最短秒数。実際の長さは max(min_dur, ナレーション秒 + 0.8)
#   speech  = ナレーション（VOICEVOX / ずんだもん用。外来語はカナ表記。空なら無音区間。
#             読みの確認は scripts/promo/voicevox-synth.py --print-kana）
# 各主張の裏取りは .agent/plans/2026-09-youtube-explainer.md「訴求と裏取り」の表を参照。
#
# ── オープニング ────────────────────────────────────────────────────
c5_orch	clip	master	orch	0	14	右パネルの orch ビューで俯瞰	親子関係 / 稼働時間 / コンテキスト使用率	右パネルのオーケストレーションビューでは、マスターとワーカーの親子関係や稼働状況を俯瞰できます。
c5_report	clip	master	report_done	-10	20	完了・入力待ち・消滅を自動検知し、検収してから報告	監視・回収・片付けも master の仕事	マスターはワーカーの完了や入力待ちを自動で検知し、完了報告を鵜呑みにせず、証拠を検査してから結果を届けます。ワーカーの起動、監視、片付け。段取りは全部マスターが持ちます。
c5_solo	clip	master	report_done	12	8	1 対 1 でよければ tako solo	worker を立てず、その AI 自身が手を動かす	分担が要らなければ、タコ ソロ で 1 対 1 の対話もできます。
c5_gui1	clip	guimode	newtab	-3	9	かんたん表示を順番に使ってみる	まず「+」で新しいタブを作る	ここからは、かんたん表示を順番に使ってみます。まず、プラスのボタンで新しいタブを作ります。
c5_gui2	clip	guimode	togui	-3	12	右上のボタンでかんたん表示へ	tako ui-mode gui でも同じ	ウインドウの右上にあるボタンを押すと、かんたん表示に切り替わります。タコ ユーアイモード ジーユーアイ、というコマンドでも同じです。
c5_gui3	clip	guimode	cards	0	10	まだ何もしていないペインは、みっつのボタンになる	何をしますか？ / ボタンを押すと、この画面で AI が動き始めます	かんたん表示では、まだ何もしていないペインが、みっつのボタンになります。何をしますか、と聞かれています。
c5_gui4	clip	guimode	card1	0	13	① AI チームに任せる（tako master）	司令塔の AI が話を聞いて、必要なだけ担当 AI を集めて進めます	ひとつ目は、エーアイチームに任せる。押すと司令塔のエーアイが立ち上がって、必要なだけ担当のエーアイを集めて進めます。タコ マスター と打つのと同じです。
c5_gui5	clip	guimode	card2	0	11	② AI と 1 対 1 で話す（tako solo）	1 体の AI とじっくり相談したいときはこちら	ふたつ目は、エーアイと 1 対 1 で話す。担当のエーアイを立てず、エーアイ 1 体とじっくり相談したいときはこちらです。
c5_gui6	clip	guimode	card3	0	12	③ コマンド入力へ	この画面をターミナル表示に戻します（何も止まりません）/ 下に「初期設定をやり直す」も	みっつ目は、コマンド入力へ。このペインだけターミナル表示に戻します。下に書いてあるとおり、これは表示の切り替えだけで、動いているものは何も止まりません。
c5_gui7	clip	guimode	press	-3	11	① を押すと、その画面で AI が起動する	「準備中… / AI を起動しています」が出て、そのままチャット画面へ	では、ひとつ目のボタンを押します。エーアイを起動しています、という表示が出て、そのままチャット画面に変わります。
c5_gui8	clip	guimode	chat	0	13	チャット画面になる	上にモデル名・状態・残りの会話容量 / 下が入力欄	上には、動いているモデルの名前と、待機中か考え中かの状態、それに会話の残り容量が出ます。下が入力欄で、エンター で送信、シフト プラス エンター で改行です。
c5_gui9	clip	guimode	ask	-3	12	あとは日本語で頼むだけ	よく使う操作もボタンに: 会話を軽くする / 新しい会話 / ヘルプ	あとは、やってほしいことを日本語で書いて送るだけです。よく使う操作は、会話を軽くする、新しい会話、ヘルプ、としてボタンになっています。
c5_gui10	clip	guimode	worker	-2	13	担当 AI も同じチャット画面で隣に並ぶ	通常は司令塔の AI が指示します（ここから直接お願いすることもできます）	司令塔が担当のエーアイを立てると、隣のペインにもチャット画面が増えます。担当のエーアイには司令塔が指示を出しますが、ここから直接お願いすることもできます。
c5_gui11	clip	guimode	back	-3	10	同じボタンでターミナル表示へ戻る	変わるのは見せ方だけ。裏のターミナルは動いたまま	同じボタンを押せば、ターミナル表示に戻ります。変わるのは見せ方だけで、裏のターミナルはずっと動いたままです。
# ── 6. 再起動しても戻る ──────────────────────────────────────────
c6_card	card	6 / 8	0	0	4	6. 再起動しても戻る	tmux バックエンドによる永続化	長い作業を任せたときに効くのが、永続化です。
c6_before	clip	restore-before	0	0	10	tako を閉じる直前	tmux が入っていれば、全ペインは tmux セッション経由で動く	タコは、ティーマックスが入っていれば、全ペインをそのセッション経由で動かします。エージェントもデブサーバーも走ったまま、タコを終了してみます。
c6_after	clip	restore-after	0	0	14	再起動すると、画面ごと戻ってくる	実行中プロセス / スクロールバック / タブ構成 / ペイン ID	再起動すると、タブ構成もペインも、画面の中身ごと復元されます。プロセスは裏で生き続けていたので、作業は途切れません。一晩かかる作業を任せて寝る、が現実的にできます。
# ── 7. スマホから ────────────────────────────────────────────────
c7_card	card	7 / 8	0	0	4	7. スマホから	tako remote と Remote Control	席を離れても、進み具合は手元で見られます。
c7_pwa1	clip	pwa	list	0	16	tako remote — Tailscale 内の固定 URL	画面はデモ用データ。到達できるのは同じ tailnet の端末だけ	タコ リモート は、テイルスケールのネットワークの中だけに存在する固定ユーアールエルで、タコの画面をスマホのブラウザに出します。通信は端から端まで暗号化され、公開インターネットには存在しません。
c7_pwa2	clip	pwa	chat	0	16	エージェントの会話も、承認カードも	二層認証: tailnet identity + Mac 画面での機器承認	ペインの一覧から、エージェントの会話を読んだり、権限確認の承認カードにその場で答えたりできます。端末は、マックの画面で承認するまで何も見られません。
c7_rc	clip	remote	profile	0	18	Claude 公式 Remote Control への委譲（opt-in）	claude.ai / Claude モバイルアプリから会話を操作。既定は OFF	さらに、プロファイルでオプトインすると、タコが起動するクロードを、クロード公式のリモートコントロールへ繋げます。クロード ドット エーアイ や モバイルアプリから、その会話を直接操作できます。会話がアンソロピックのサーバーにも保存されるため、既定はオフです。
# ── 8. Windows と OSS ────────────────────────────────────────────
c8_card	card	8 / 8	0	0	4	8. Windows と OSS	導入方法とリンク	最後に、対応環境と入手先です。
c8_win	clip	windows	winsupport	0	18	Windows 版も同じリリースに同梱	対応状況は、実機で確かめたものだけを「対応」と書く	タコはマックオーエス先行で開発し、ウィンドウズ版はインストーラーとポータブル版を、同じリリースに同梱しています。どの機能が使えるかは、実機で確かめたものだけを対応と書く方針で、ドキュメントに自動生成の表があります。
c8_oss	clip	windows	license	0	10	GPL-3.0-or-later のオープンソース	github.com/takushio2525/tako	タコは、ジーピーエル バージョン 3 のオープンソースです。ソースコードはギットハブで公開しています。
c8_get	clip	windows	brew	0	14	^brew install --cask takushio2525/tako/tako	ドキュメント: tako-docs.pages.dev	導入はホームブリューで 1 行。ドキュメントサイトには、セットアップからオーケストレーションの実践ガイドまで揃っています。
outro_card	card		0	0	10	tako	github.com/takushio2525/tako	エーアイに任せる開発を、ひとつの画面で。タコを、ぜひ試してみてください。
